title,link,publication_year,mentions_bh,mentions_bonferroni,mentions_by
gscreend: modelling asymmetric count ratios in CRISPR screens to decrease experiment size and improve phenotype detection,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-1939-1,2020,False,False,False
Longitudinal survey of microbiome associated with particulate matter in a megacity,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-01964-x,2020,False,False,False
RNA structural dynamics regulate early embryogenesis through controlling transcriptome fate and function,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02022-2,2020,False,False,False
Non-coding RNAs underlie genetic predisposition to breast cancer,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1876-z,2020,False,False,False
Chromatin interactome mapping at 139 independent breast cancer risk signals,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1877-y,2020,False,False,False
Enteric infection induces Lark-mediated intron retention at the 5′ end of ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1918-6,2020,True,True,False
-regulatory variation modulates susceptibility to enteric infection in the ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1912-z,2020,True,False,False
Performance difference of graph-based and alignment-based hybrid error correction methods for error-prone long reads,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1885-y,2020,False,False,False
CHROMATIX: computing the functional landscape of many-body chromatin interactions in transcriptionally active loci from deconvolved single cells,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1904-z,2020,False,False,False
Co-opted transposons help perpetuate conserved higher-order chromosomal structures,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1916-8,2020,False,True,False
From reads to insight: a hitchhiker’s guide to ATAC-seq data analysis,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-1929-3,2020,False,False,False
CUBIC: an atlas of genetic architecture promises directed maize improvement,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-1930-x,2020,False,True,False
Systematic functional identification of cancer multi-drug resistance genes,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-1940-8,2020,False,False,False
Smarcad1 mediates microbiota-induced inflammation in mouse and coordinates gene expression in the intestinal epithelium,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-01976-7,2020,True,False,False
BANDITS: Bayesian differential splicing accounting for sample-to-sample variability and mapping uncertainty,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-01967-8,2020,True,False,False
TADsplimer reveals splits and mergers of topologically associating domains for epigenetic regulation of transcription,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-01992-7,2020,True,False,False
A multidimensional systems biology analysis of cellular senescence in aging and disease,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-01990-9,2020,True,True,False
CRISPRi-based radiation modifier screen identifies long non-coding RNA therapeutic targets in glioma,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-01995-4,2020,False,False,False
Leveraging biological and statistical covariates improves the detection power in epigenome-wide association testing,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02001-7,2020,True,True,False
scATAC-pro: a comprehensive workbench for single-cell chromatin accessibility sequencing data,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02008-0,2020,False,False,False
Lifestyle and the presence of helminths is associated with gut microbiome composition in Cameroonians,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02020-4,2020,True,True,False
The preceding root system drives the composition and function of the rhizosphere microbiome,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-01999-0,2020,True,False,False
Principles of RNA processing from analysis of enhanced CLIP maps for 150 RNA binding proteins,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-01982-9,2020,False,True,False
Personalized and graph genomes reveal missing signal in epigenomic data,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02038-8,2020,False,False,False
Systematic assessment of tissue dissociation and storage biases in single-cell and single-nucleus RNA-seq workflows,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02048-6,2020,True,False,False
Analysis of 1321 ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02042-y,2020,True,True,False
Direct-seq: programmed gRNA scaffold for streamlined scRNA-seq in CRISPR screen,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02044-w,2020,False,False,False
Approaches for integrating heterogeneous RNA-seq data reveal cross-talk between microbes and genes in asthmatic patients,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02033-z,2020,False,False,False
Differential chromatin accessibility landscape reveals structural and functional features of the allopolyploid wheat chromosomes,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02093-1,2020,False,False,False
 mutagenesis and exome sequencing identify genetic driver landscapes and potential therapeutic targets of ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02092-2,2020,True,True,False
Population variation in miRNAs and isomiRs and their impact on human immunity to infection,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02098-w,2020,True,False,False
DNA methylation repels binding of hypoxia-inducible transcription factors to maintain tumor immunotolerance,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02087-z,2020,False,False,False
Insulator-based loops mediate the spreading of H3K27me3 over distant micro-domains repressing euchromatin genes,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02106-z,2020,False,False,False
The ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02081-5,2020,False,True,False
1200 high-quality metagenome-assembled genomes from the rumen of African cattle and their relevance in the context of sub-optimal feeding,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02144-7,2020,True,False,False
EPISCORE: cell type deconvolution of bulk tissue DNA methylomes from single-cell RNA-Seq data,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02126-9,2020,True,False,False
"STARR-seq identifies active, chromatin-masked, and dormant enhancers in pluripotent mouse embryonic stem cells",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02156-3,2020,True,False,False
Natural display of nuclear-encoded RNA on the cell surface and its impact on cell interaction,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02145-6,2020,True,True,False
COCOA: coordinate covariation analysis of epigenetic heterogeneity,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02139-4,2020,True,True,False
Clonal tracing reveals diverse patterns of response to immune checkpoint blockade,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02166-1,2020,True,True,False
Multiplex enCas12a screens detect functional buffering among paralogs otherwise masked in monogenic Cas9 knockout screens,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02173-2,2020,False,False,False
High throughput single-cell detection of multiplex CRISPR-edited gene modifications,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02174-1,2020,False,False,False
Multiomics profiling of primary lung cancers and distant metastases reveals immunosuppression as a common characteristic of tumor cells with metastatic plasticity,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02175-0,2020,False,False,False
RNA editing in cancer impacts mRNA abundance in immune response pathways,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02171-4,2020,False,False,True
Cis-acting lnc-eRNA SEELA directly binds histone H4 to promote histone recognition and leukemia progression,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02186-x,2020,False,False,False
Deep sequencing reveals a DAP1 regulatory haplotype that potentiates autoimmunity in systemic lupus erythematosus,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02184-z,2020,False,False,False
A novel protein encoded by circular SMO RNA is essential for Hedgehog signaling activation and glioblastoma tumorigenicity,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02250-6,2021,False,False,False
High-resolution analysis of cell-state transitions in yeast suggests widespread transcriptional tuning by alternative starts,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02245-3,2021,False,False,False
MethylationToActivity: a deep-learning framework that reveals promoter activity landscapes from DNA methylomes in individual tumors,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02220-y,2021,False,False,False
Pluripotent stem cell-derived models of neurological diseases reveal early transcriptional heterogeneity,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02301-6,2021,True,False,False
Histone lactylation drives oncogenesis by facilitating m,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02308-z,2021,False,False,False
Cotton pan-genome retrieves the lost sequences and genes during domestication and selection,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02351-w,2021,False,False,False
Ten-eleven translocation protein 1 modulates medulloblastoma progression,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02352-9,2021,False,False,False
Role of epigenetics in unicellular to multicellular transition in ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02360-9,2021,False,False,False
Genetic impacts on DNA methylation: research findings and future perspectives,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02347-6,2021,False,True,False
Gene set enrichment analysis for genome-wide DNA methylation data,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02388-x,2021,True,False,False
Chromosome-level genome assembly of a regenerable maize inbred line A188,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02396-x,2021,False,False,False
The global and promoter-centric 3D genome organization temporally resolved during a circadian cycle,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02374-3,2021,False,False,False
LIQA: long-read isoform quantification and analysis,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02399-8,2021,False,False,False
Positive natural selection of N6-methyladenosine on the RNAs of processed pseudogenes,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02402-2,2021,False,False,False
Roles of TET and TDG in DNA demethylation in proliferating and non-proliferating immune cells,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02384-1,2021,False,False,False
Detection of cell-free microbial DNA using a contaminant-controlled analysis framework,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02401-3,2021,False,False,False
Genomic diversity and ecology of human-associated ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02427-7,2021,True,False,False
STRONG: metagenomics strain resolution on assembly graphs,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02419-7,2021,False,False,False
The genetic architecture of temperature adaptation is shaped by population ancestry and not by selection regime,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02425-9,2021,True,False,False
Functional and genetic determinants of mutation rate variability in regulatory elements of cancer genomes,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02318-x,2021,True,False,False
Dissecting indirect genetic effects from peers in laboratory mice,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02415-x,2021,False,True,True
MAAPER: model-based analysis of alternative polyadenylation using 3′ end-linked reads,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02429-5,2021,False,False,False
"Time-dependent effect of 1,6-hexanediol on biomolecular condensates and 3D chromatin organization",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02455-3,2021,False,False,False
Retrotransposons as pathogenicity factors of the plant pathogenic fungus ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02446-4,2021,False,False,False
MultiK: an automated tool to determine optimal cluster numbers in single-cell RNA sequencing data,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02445-5,2021,False,True,False
Chromatin lncRNA ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02444-6,2021,False,True,False
The influence of the gut microbiome on BCG-induced trained immunity,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02482-0,2021,True,False,False
ACE: a probabilistic model for characterizing gene-level essentiality in CRISPR screens,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02491-z,2021,False,True,False
"Genomic insight into balancing high yield, good quality, and blast resistance of ",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02488-8,2021,False,True,False
Differential regulation of mRNA fate by the human Ccr4-Not complex is driven by coding sequence composition and mRNA localization,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02494-w,2021,True,False,False
Comprehensive characterization of single-cell full-length isoforms in human and mouse with long-read sequencing,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02525-6,2021,False,False,False
ATRX regulates glial identity and the tumor microenvironment in IDH-mutant glioma,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02535-4,2021,False,False,False
Transcriptional landscape of highly lignified poplar stems at single-cell resolution,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02537-2,2021,True,False,False
Resequencing of 388 cassava accessions identifies valuable loci and selection for variation in heterozygosity,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02524-7,2021,False,False,False
NMD abnormalities during brain development in the ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02530-9,2021,False,True,False
Using synthetic chromosome controls to evaluate the sequencing of difficult regions within the human genome,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02579-6,2022,False,False,False
Genome-wide analysis and functional annotation of chromatin-enriched noncoding RNAs in rice during somatic cell regeneration,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02608-y,2022,False,False,False
Comparison and evaluation of statistical error models for scRNA-seq,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02584-9,2022,False,False,False
Small RNAs mediate transgenerational inheritance of genome-wide ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02614-0,2022,False,False,False
IDEAS: individual level differential expression analysis for single-cell RNA-seq data,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02605-1,2022,False,False,False
Open chromatin interaction maps reveal functional regulatory elements and chromatin architecture variations during wheat evolution,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02611-3,2022,False,False,False
Placental methylome reveals a 22q13.33 brain regulatory gene locus associated with autism,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02613-1,2022,False,False,False
Genetic variation at mouse and human ribosomal DNA influences associated epigenetic states,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02617-x,2022,False,False,False
Genomic variations and epigenomic landscape of the Medaka Inbred Kiyosu-Karlsruhe (MIKK) panel,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02602-4,2022,True,False,False
Susceptibility to hormone-mediated cancer is reflected by different tick rates of the epithelial and general epigenetic clock,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02603-3,2022,False,False,False
The Medaka Inbred Kiyosu-Karlsruhe (MIKK) panel,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02623-z,2022,True,False,False
HyperChIP: identification of hypervariable signals across ChIP-seq or ATAC-seq samples,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02627-9,2022,True,False,False
Allele-specific expression reveals genes with recurrent cis-regulatory alterations in high-risk neuroblastoma,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02640-y,2022,True,False,False
Comprehensive assessment of differential ChIP-seq tools guides optimal algorithm selection,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02686-y,2022,False,False,True
Interspecific hybridization in tomato influences endogenous viral sRNAs and alters gene expression,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02685-z,2022,False,False,False
Dissection of multiple sclerosis genetics identifies B and CD4+ T cells as driver cell subsets,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02694-y,2022,False,True,False
3D genome organization in the epithelial-mesenchymal transition spectrum,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02687-x,2022,False,False,False
Open problems in human trait genetics,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02697-9,2022,False,True,False
Implicating effector genes at COVID-19 GWAS loci using promoter-focused Capture-C in disease-relevant immune cell types,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02691-1,2022,False,False,False
Large-scale manipulation of promoter DNA methylation reveals context-specific transcriptional responses and stability,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02728-5,2022,False,True,False
Virtual ChIP-seq: predicting transcription factor binding by learning from the transcriptome,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02690-2,2022,False,False,False
Target residence of Cas9-sgRNA influences DNA double-strand break repair pathway choices in CRISPR/Cas9 genome editing,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02736-5,2022,False,False,False
Methylome decoding of RdDM-mediated reprogramming effects in the Arabidopsis MSH1 system,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02731-w,2022,False,False,False
Human dyskerin binds to cytoplasmic H/ACA-box-containing transcripts affecting nuclear hormone receptor dependence,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02746-3,2022,True,False,False
CTCF and cohesin promote focal detachment of DNA from the nuclear lamina,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02754-3,2022,False,False,False
The Arabidopsis ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02750-7,2022,False,False,False
Comparative transcriptome in large-scale human and cattle populations,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02745-4,2022,True,True,True
Normalization and de-noising of single-cell Hi-C data with BandNorm and scVI-3D,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02774-z,2022,True,False,False
Replication stress generates distinctive landscapes of DNA copy number alterations and chromosome scale losses,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02781-0,2022,False,False,False
The landscape of hervRNAs transcribed from human endogenous retroviruses across human body sites,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02804-w,2022,True,False,False
Deciphering the impact of genetic variation on human polyadenylation using APARENT2,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02799-4,2022,False,False,False
Folliculin-interacting protein FNIP2 impacts on overweight and obesity through a polymorphism in a conserved 3′ untranslated region,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02798-5,2022,False,True,False
G-quadruplexes sense natural porphyrin metabolites for regulation of gene transcription and chromatin landscapes,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02830-8,2022,False,False,False
Comprehensive transcriptional variability analysis reveals gene networks regulating seed oil content of ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02801-z,2022,False,False,False
"Implicating genes, pleiotropy, and sexual dimorphism at blood lipid loci through multi-ancestry meta-analysis",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02837-1,2022,False,True,False
Single-cell transcriptomics unveils xylem cell development and evolution,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02845-1,2023,True,True,False
Canalization of genome-wide transcriptional activity in ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02833-5,2022,False,False,False
Dynamic chromatin regulatory programs during embryogenesis of hexaploid wheat,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-022-02844-2,2023,False,False,False
Pan-3D genome analysis reveals structural and functional differentiation of soybean genomes,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02854-8,2023,False,False,False
Using protein-per-mRNA differences among human tissues in codon optimization,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02868-2,2023,False,True,False
The genetic and evolutionary basis of gene expression variation in East Africans,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02874-4,2023,True,False,False
Multi-omics analysis identifies drivers of protein phosphorylation,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02892-2,2023,True,False,False
CRISPR screens identify gene targets at breast cancer risk loci,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02898-w,2023,False,False,False
A role for heritable transcriptomic variation in maize adaptation to temperate environments,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02891-3,2023,True,True,False
BIND&MODIFY: a long-range method for single-molecule mapping of chromatin modifications in eukaryotes,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02896-y,2023,False,False,False
satmut_utils: a simulation and variant calling package for multiplexed assays of variant effect,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02922-z,2023,False,False,False
Identification of genetic variants that impact gene co-expression relationships using large-scale single-cell data,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02897-x,2023,False,True,False
YY1 lactylation in microglia promotes angiogenesis through transcription activation-mediated upregulation of FGF2,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02931-y,2023,False,True,False
NSD2 E1099K drives relapse in pediatric acute lymphoblastic leukemia by disrupting 3D chromatin organization,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02905-0,2023,False,False,False
pycoMeth: a toolbox for differential methylation testing from Nanopore methylation calls,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02917-w,2023,True,False,False
Combining different CRISPR nucleases for simultaneous knock-in and base editing prevents translocations in multiplex-edited CAR T cells,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02928-7,2023,False,False,False
A desert lncRNA ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02925-w,2023,False,False,False
Caloric restriction remodels the hepatic chromatin landscape and bile acid metabolism by modulating the gut microbiota,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02938-5,2023,False,False,False
MORC proteins regulate transcription factor binding by mediating chromatin compaction in active chromatin regions,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02939-4,2023,False,False,False
Inversion polymorphism in a complete human genome assembly,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02919-8,2023,False,True,True
Boosting genome editing efficiency in human cells and plants with novel LbCas12a variants,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02929-6,2023,False,False,False
Modeling group heteroscedasticity in single-cell RNA-seq pseudo-bulk data,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02949-2,2023,False,False,False
DDM1-mediated gene body DNA methylation is associated with inducible activation of defense-related genes in ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02952-7,2023,False,False,False
Hybrid allele-specific ChIP-seq analysis identifies variation in brassinosteroid-responsive transcription factor binding linked to traits in maize,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-02909-w,2023,False,True,False
3D organization of regulatory elements for transcriptional regulation in ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03018-4,2023,False,False,False
Towards in silico CLIP-seq: predicting protein-RNA interaction via sequence-to-signal learning,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03015-7,2023,True,False,False
"Genome sequencing of 2000 canids by the Dog10K consortium advances the understanding of demography, genome function and architecture",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03023-7,2023,False,True,False
Maast: genotyping thousands of microbial strains efficiently,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03030-8,2023,False,False,False
LAST-seq: single-cell RNA sequencing by direct amplification of single-stranded RNA without prior reverse transcription and second-strand synthesis,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03025-5,2023,False,False,False
Pervasive under-dominance in gene expression underlying emergent growth trajectories in ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03043-3,2023,False,True,False
Single-cell resolution analysis reveals the preparation for reprogramming the fate of stem cell niche in cotton lateral meristem,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03032-6,2023,False,False,False
Correcting batch effects in large-scale multiomics studies using a reference-material-based ratio method,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03047-z,2023,False,False,False
Cross-species oncogenomics offers insight into human muscle-invasive bladder cancer,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03026-4,2023,False,False,False
Single-cell transcriptomics reveals multiple chemoresistant properties in leukemic stem and progenitor cells in pediatric AML,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03031-7,2023,False,False,False
ZINBMM: a general mixture model for simultaneous clustering and gene selection using single-cell transcriptomic data,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03046-0,2023,False,False,False
Dosage compensation of Z sex chromosome genes in avian fibroblast cells,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03055-z,2023,False,False,False
In-organoid single-cell CRISPR screening reveals determinants of hepatocyte differentiation and maturation,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03084-8,2023,True,True,False
A loss-of-function mutation in human ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03037-1,2023,False,False,False
Landscape of enhancer disruption and functional screen in melanoma cells,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03087-5,2023,False,False,False
Statistical learning quantifies transposable element-mediated ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03085-7,2023,True,False,False
A genome catalog of the early-life human skin microbiome,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03090-w,2023,False,True,False
Dissecting the autism-associated 16p11.2 locus identifies multiple drivers in neuroanatomical phenotypes and unveils a male-specific role for the major vault protein,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03092-8,2023,False,False,False
Multi-omics analysis reveals the molecular response to heat stress in a “red tide” dinoflagellate,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03107-4,2023,False,False,False
Turnover of strain-level diversity modulates functional traits in the honeybee gut microbiome between nurses and foragers,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03131-4,2023,False,False,False
DNA methylation modulated genetic variant effect on gene transcriptional regulation,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03130-5,2023,False,False,False
Challenges and opportunities to computationally deconvolve heterogeneous tissue with varying cell sizes using single-cell RNA-sequencing datasets,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03123-4,2023,False,False,False
Niche-DE: niche-differential gene expression analysis in spatial transcriptomics data identifies context-dependent cell-cell interactions,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03159-6,2024,True,False,False
RNA-binding protein RBM5 plays an essential role in acute myeloid leukemia by activating the oncogenic protein HOXA9,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03149-8,2024,False,False,False
Modeling methyl-sensitive transcription factor motifs with an expanded epigenetic alphabet,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03070-0,2024,False,False,False
scSNV-seq: high-throughput phenotyping of single nucleotide variants by coupled single-cell genotyping and transcriptomics,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03169-y,2024,False,False,True
"ARMC5 controls the degradation of most Pol II subunits, and ARMC5 mutation increases neural tube defect risks in mice and humans",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-023-03147-w,2024,True,True,False
"IDHwt glioblastomas can be stratified by their transcriptional response to standard treatment, with implications for targeted therapy",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03172-3,2024,False,False,False
Chromatin activity identifies differential gene regulation across human ancestries,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03165-2,2024,False,True,False
HiHo-AID2: boosting homozygous knock-in efficiency enables robust generation of human auxin-inducible degron cells,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03187-w,2024,False,False,False
Early-life ruminal microbiome-derived indole-3-carboxaldehyde and prostaglandin D2 are effective promoters of rumen development,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03205-x,2024,False,False,False
Liquid–liquid phase separation of H3K27me3 reader BP1 regulates transcriptional repression,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03209-7,2024,False,False,False
FixNCut: single-cell genomics through reversible tissue fixation and dissociation,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03219-5,2024,False,False,False
Seven-chain adaptive immune receptor repertoire analysis in rheumatoid arthritis reveals novel features associated with disease and clinically relevant phenotypes,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03210-0,2024,False,False,False
Powerful and accurate detection of temporal gene expression patterns from multi-sample multi-stage single-cell transcriptomics data with TDEseq,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03237-3,2024,True,False,False
"RBM22 regulates RNA polymerase II 5′ pausing, elongation rate, and termination by coordinating 7SK-P-TEFb complex and SPT5",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03242-6,2024,False,False,False
