title,link,publication_year,mentions_methylation,mentions_stat_test,mentions_multiple_correction,mentions_bh,mentions_bonferroni,mentions_by
Chromatin loading of MCM hexamers is associated with di-/tri-methylation of histone H4K20 toward S phase entry,https://academic.oup.com/nar/article/49/21/12152/6426064,2021,True,False,False,False,False,False
Epigenetic regulation of nuclear lamina-associated heterochromatin by HAT1 and the acetylation of newly synthesized histones,https://academic.oup.com/nar/article/49/21/12136/6426062,2021,True,False,False,False,False,False
Enzymatic deamination of the epigenetic nucleoside,https://academic.oup.com/nar/article/49/21/12048/6438039,2021,True,True,True,False,False,False
methylGrapher: genome-graph-based processing of DNA methylation data from whole genome bisulfite sequencing,https://academic.oup.com/nar/article/53/3/gkaf028/7983877,2025,True,True,False,False,False,False
Hypoxia increases methylated histones to prevent histone clipping and heterochromatin redistribution during,https://academic.oup.com/nar/article/53/3/gkae1210/7921060,2025,True,False,False,False,False,False
Methyl-dependent auto-regulation of the DNA,https://academic.oup.com/nar/article/53/3/gkaf022/7979040,2025,True,False,False,False,False,False
Genomic clustering tendency of transcription factors reflects phase-separated transcriptional condensates at super-enhancers,https://academic.oup.com/nar/article/53/3/gkaf015/7979041,2025,True,False,False,False,False,False
Transcriptome-wide mapping of N,https://academic.oup.com/nar/article/53/5/gkaf153/8071460,2025,True,False,False,False,False,False
Systematic analysis of specificities and flanking sequence preferences of bacterial DNA-(cytosine C5)-methyltransferases reveals mechanisms of enzyme- and sequence-specific DNA readout,https://academic.oup.com/nar/article/53/5/gkaf126/8051547,2025,True,True,False,False,False,False
Mono-ubiquitination of TopBP1 by PHRF1 enhances ATR activation and genomic stability,https://academic.oup.com/nar/article/53/5/gkaf073/8063248,2025,True,False,False,False,False,False
Checkpoint kinases regulate the circadian clock after DNA damage by influencing chromatin dynamics,https://academic.oup.com/nar/article/53/5/gkaf162/8063243,2025,True,True,False,False,False,False
Deletion of,https://academic.oup.com/nar/article/53/5/gkaf142/8052379,2025,True,True,False,False,False,False
Argonaute CSR-1A promotes H3K9me3 maintenance to protect somatic development in offspring,https://academic.oup.com/nar/article/53/5/gkaf127/8044951,2025,True,True,False,False,False,False
Deep learning-based cell-specific gene regulatory networks inferred from single-cell multiome data,https://academic.oup.com/nar/article/53/5/gkaf138/8051546,2025,True,False,False,False,False,False
Proxi-RIMS-seq2 applied to native microbiomes uncovers hundreds of known and novel,https://academic.oup.com/nar/article/53/6/gkaf226/8099989,2025,True,False,False,False,False,False
Direct RNA sequencing of the,https://academic.oup.com/nar/article/53/6/gkaf175/8089754,2025,True,False,False,False,False,False
,https://academic.oup.com/nar/article/53/6/gkaf218/8099990,2025,True,False,False,False,False,False
A hidden intrinsic ability of bicistronic expression based on a novel translation reinitiation mechanism in yeast,https://academic.oup.com/nar/article/53/6/gkaf220/8099197,2025,True,False,False,False,False,False
Genomic context-dependent histone H3K36 methylation by three,https://academic.oup.com/nar/article/53/6/gkaf202/8099205,2025,True,False,False,False,False,False
An evolutionarily conserved constellation of functional,https://academic.oup.com/nar/article/53/6/gkaf207/8093178,2025,True,False,False,False,False,False
Methyl-GP: accurate generic DNA methylation prediction based on a language model and representation learning,https://academic.oup.com/nar/article/53/6/gkaf223/8099202,2025,True,True,False,False,False,False
CellMiner Cross-Database (CellMinerCDB) version 1.2: Exploration of patient-derived cancer cell line pharmacogenomics,https://academic.oup.com/nar/article/49/D1/D1083/5983630,2021,True,False,False,False,False,False
"A new decade and new data at SoyBase, the USDA-ARS soybean genetics and genomics database",https://academic.oup.com/nar/article/49/D1/D1496/6017360,2021,True,False,False,False,False,False
From ArrayExpress to BioStudies,https://academic.oup.com/nar/article/49/D1/D1502/5992288,2021,True,False,False,False,False,False
PLncDB V2.0: a comprehensive encyclopedia of plant long noncoding RNAs,https://academic.oup.com/nar/article/49/D1/D1489/5932847,2021,True,False,False,False,False,False
Gramene 2021: harnessing the power of comparative genomics and pathways for plant research,https://academic.oup.com/nar/article/49/D1/D1452/5973447,2021,True,False,False,False,False,False
AtMAD:,https://academic.oup.com/nar/article/49/D1/D1445/5997440,2021,True,False,False,False,True,False
VARAdb: a comprehensive variation annotation database for human,https://academic.oup.com/nar/article/49/D1/D1431/5937088,2021,True,False,False,False,False,False
MethHC 2.0: information repository of DNA methylation and gene expression in human cancer,https://academic.oup.com/nar/article/49/D1/D1268/6018433,2021,True,False,False,False,False,False
Lnc2Cancer 3.0: an updated resource for experimentally supported lncRNA/circRNA cancer associations and web tools based on RNA-seq and scRNA-seq data,https://academic.oup.com/nar/article/49/D1/D1251/5997434,2021,True,False,False,False,False,False
"LincSNP 3.0: an updated database for linking functional variants to human long non-coding RNAs, circular RNAs and their regulatory elements",https://academic.oup.com/nar/article/49/D1/D1244/5997411,2021,True,False,False,False,False,False
OGEE v3: Online GEne Essentiality database with increased coverage of organisms and human cell lines,https://academic.oup.com/nar/article/49/D1/D998/5934414,2021,True,False,False,False,False,True
dbGuide: a database of functionally validated guide RNAs for genome editing in human and mouse cells,https://academic.oup.com/nar/article/49/D1/D871/5922801,2021,True,False,False,False,False,False
crisprSQL: a novel database platform for CRISPR/Cas off-target cleavage assays,https://academic.oup.com/nar/article/49/D1/D855/5934413,2021,True,False,False,False,False,False
Aging Atlas: a multi-omics database for aging biology,https://academic.oup.com/nar/article/49/D1/D825/5943197,2021,True,False,False,False,False,False
ADPriboDB 2.0: an updated database of ADP-ribosylated proteins,https://academic.oup.com/nar/article/49/D1/D261/5952204,2021,True,False,False,False,False,False
TREND-DB—a transcriptome-wide atlas of the dynamic landscape of alternative polyadenylation,https://academic.oup.com/nar/article/49/D1/D243/5911742,2021,True,False,False,False,False,False
The Nucleome Data Bank: web-based resources to simulate and analyze the three-dimensional genome,https://academic.oup.com/nar/article/49/D1/D172/5918320,2021,True,False,False,False,False,False
ATACdb: a comprehensive human chromatin accessibility database,https://academic.oup.com/nar/article/49/D1/D55/5943839,2021,True,False,False,False,False,False
First insights into the structural features of Ebola virus methyltransferase activities,https://academic.oup.com/nar/article/49/3/1737/6121458,2021,True,False,False,False,False,False
