title,link,publication_year,mentions_methylation,mentions_stat_test,mentions_multiple_correction,mentions_bh,mentions_bonferroni,mentions_by
Redirected nuclear glutamate dehydrogenase supplies Tet3 with α-ketoglutarate in neurons,https://www.nature.com/articles/s41467-021-24353-9,2021,True,True,True,False,False,False
Binding of guide piRNA triggers methylation of the unstructured N-terminal region of Aub leading to assembly of the piRNA amplification complex,https://www.nature.com/articles/s41467-021-24351-x,2021,True,False,False,False,False,False
Microbial short-chain fatty acids modulate CD8,https://www.nature.com/articles/s41467-021-24331-1,2021,True,False,False,False,False,False
A multi-ethnic epigenome-wide association study of leukocyte DNA methylation and blood lipids,https://www.nature.com/articles/s41467-021-23899-y,2021,True,False,False,True,True,False
Neuronal and glial 3D chromatin architecture informs the cellular etiology of brain disorders,https://www.nature.com/articles/s41467-021-24243-0,2021,True,True,True,False,False,False
Indispensable epigenetic control of thymic epithelial cell development and function by polycomb repressive complex 2,https://www.nature.com/articles/s41467-021-24158-w,2021,True,True,True,True,True,False
A natural riboswitch scaffold with self-methylation activity,https://www.nature.com/articles/s41467-021-24193-7,2021,True,False,False,False,False,False
Promoter G-quadruplexes and transcription factors cooperate to shape the cell type-specific transcriptome,https://www.nature.com/articles/s41467-021-24198-2,2021,True,True,False,False,False,False
Environmental enrichment preserves a young DNA methylation landscape in the aged mouse hippocampus,https://www.nature.com/articles/s41467-021-23993-1,2021,True,True,True,False,False,False
Genomic imprinting in mouse blastocysts is predominantly associated with H3K27me3,https://www.nature.com/articles/s41467-021-23510-4,2021,True,True,True,False,False,False
Coordination of two enhancers drives expression of olfactory trace amine-associated receptors,https://www.nature.com/articles/s41467-021-23823-4,2021,True,True,True,False,False,False
Subtype-specific collaborative transcription factor networks are promoted by OCT4 in the progression of prostate cancer,https://www.nature.com/articles/s41467-021-23974-4,2021,True,True,False,False,False,False
Arginine methylation of METTL14 promotes RNA ,https://www.nature.com/articles/s41467-021-24035-6,2021,True,True,False,False,False,False
Hakai is required for stabilization of core components of the m,https://www.nature.com/articles/s41467-021-23892-5,2021,True,True,True,False,False,False
Identifying the key steps determining the selectivity of toluene methylation with methanol over HZSM-5,https://www.nature.com/articles/s41467-021-24098-5,2021,True,False,False,False,False,False
Structural basis for late maturation steps of the human mitoribosomal large subunit,https://www.nature.com/articles/s41467-021-23617-8,2021,True,False,False,False,False,False
